"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"21:25:46.4628799","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#\Properties\{cbf38310-4a17-4310-a1eb-247f0b67593b}\0002","SUCCESS","Desired Access: Query Value"
"21:25:46.4629318","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#\Properties\{cbf38310-4a17-4310-a1eb-247f0b67593b}\0002\(Default)","SUCCESS","Type: <Unknown: 4294901765>, Length: 2, Data: "
"21:25:46.4629518","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#\Properties\{cbf38310-4a17-4310-a1eb-247f0b67593b}\0002","SUCCESS",""
"21:25:46.4630086","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#","SUCCESS",""
"21:25:46.4630421","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"21:25:46.4630632","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#\Properties\{cbf38310-4a17-4310-a1eb-247f0b67593b}\0005","SUCCESS","Desired Access: Query Value"
"21:25:46.4630749","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#\Properties\{cbf38310-4a17-4310-a1eb-247f0b67593b}\0005\(Default)","SUCCESS","Type: <Unknown: 4294901765>, Length: 2, Data: "
"21:25:46.4630868","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#\Properties\{cbf38310-4a17-4310-a1eb-247f0b67593b}\0005","SUCCESS",""
"21:25:46.4631479","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#\Properties\{cbf38310-4a17-4310-a1eb-247f0b67593b}\0006","SUCCESS","Desired Access: Query Value"
"21:25:46.4631621","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#\Properties\{cbf38310-4a17-4310-a1eb-247f0b67593b}\0006\(Default)","SUCCESS","Type: <Unknown: 4294901765>, Length: 2, Data: "
"21:25:46.4631855","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#\Properties\{cbf38310-4a17-4310-a1eb-247f0b67593b}\0006","SUCCESS",""
"21:25:46.4631948","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#","SUCCESS",""
"21:25:46.4632723","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"21:25:46.4633008","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#","SUCCESS",""
"21:25:46.4633675","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"21:25:46.4633842","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#","SUCCESS",""
"21:25:46.4634052","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"21:25:46.4634184","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#","SUCCESS",""
"21:25:46.4634411","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"21:25:46.4634586","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#","SUCCESS",""
"21:25:46.4635080","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"21:25:46.4635289","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#","SUCCESS",""
"21:25:46.4635501","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"21:25:46.4635616","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#","SUCCESS",""
"21:25:46.4636621","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"21:25:46.4637082","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#","SUCCESS",""
"21:25:46.4637350","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"21:25:46.4637901","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#\Properties\{cbf38310-4a17-4310-a1eb-247f0b67593b}\0002","SUCCESS","Desired Access: Query Value"
"21:25:46.4638258","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#\Properties\{cbf38310-4a17-4310-a1eb-247f0b67593b}\0002\(Default)","SUCCESS","Type: <Unknown: 4294901765>, Length: 2, Data: "
"21:25:46.4638481","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#\Properties\{cbf38310-4a17-4310-a1eb-247f0b67593b}\0002","SUCCESS",""
"21:25:46.4638933","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#","SUCCESS",""
"21:25:46.4639329","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"21:25:46.4639481","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#","SUCCESS",""
"21:25:46.4640040","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"21:25:46.4640158","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{4d1e55b2-f16f-11cf-88cb-001111000030}\##?#HID#MSHW0231&Col07#4&20999191&0&0006#{4d1e55b2-f16f-11cf-88cb-001111000030}\#","SUCCESS",""
"21:25:51.2348260","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"21:25:51.2348408","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:25:51.2348559","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Capabilities","SUCCESS","Type: REG_DWORD, Length: 4, Data: 48"
"21:25:51.2348723","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:25:51.2348809","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Capabilities","SUCCESS","Type: REG_DWORD, Length: 4, Data: 48"
"21:25:51.2349081","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{4340a6c5-93fa-4706-972c-7b648008a5a7}\000D","NAME NOT FOUND","Desired Access: Query Value"
"21:25:51.2349207","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a","SUCCESS",""
"21:25:51.2350522","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Device Parameters","SUCCESS","Desired Access: All Access"
"21:25:51.2350626","System","4","RegQueryKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Device Parameters","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:25:51.2350697","System","4","RegSetInfoKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Device Parameters","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"21:25:51.2350764","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Device Parameters\e5b3b5ac-9725-4f78-963f-03dfb1d828c7","SUCCESS","Desired Access: All Access"
"21:25:51.2350921","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Device Parameters","SUCCESS",""
"21:25:51.2350996","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Device Parameters\e5b3b5ac-9725-4f78-963f-03dfb1d828c7\D3ColdSupported","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"21:25:51.2351067","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Device Parameters\e5b3b5ac-9725-4f78-963f-03dfb1d828c7","SUCCESS",""
"21:25:51.2351492","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"21:25:51.2351580","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Service","SUCCESS","Type: REG_SZ, Length: 14, Data: hidspi"
"21:25:51.2351672","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a","SUCCESS","Desired Access: Read"
"21:25:51.2352107","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Filters","SUCCESS","Desired Access: Read/Write"
"21:25:51.2352224","System","4","RegQueryKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Filters","SUCCESS","Query: Cached, SubKeys: 1, Values: 0"
"21:25:51.2352348","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{a193307d-1245-46d3-be67-d8128670e09b}\0003","SUCCESS","Desired Access: Query Value"
"21:25:51.2352475","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{a193307d-1245-46d3-be67-d8128670e09b}\0003\(Default)","SUCCESS","Type: <Unknown: 4294909970>, Length: 16, Data: "
"21:25:51.2352554","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{a193307d-1245-46d3-be67-d8128670e09b}\0003","SUCCESS",""
"21:25:51.2352651","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{a193307d-1245-46d3-be67-d8128670e09b}\0003","SUCCESS","Desired Access: Query Value"
"21:25:51.2352726","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{a193307d-1245-46d3-be67-d8128670e09b}\0003\(Default)","SUCCESS","Type: <Unknown: 4294909970>, Length: 16, Data: "
"21:25:51.2352795","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{a193307d-1245-46d3-be67-d8128670e09b}\0003","SUCCESS",""
"21:25:51.2352863","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\LowerFilters","NAME NOT FOUND","Length: 140"
"21:25:51.2352943","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\LowerFilters","NAME NOT FOUND","Length: 182"
"21:25:51.2353009","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Filters","SUCCESS",""
"21:25:51.2353104","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Service","SUCCESS","Type: REG_SZ, Length: 14, Data: hidspi"
"21:25:51.2353191","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Services\hidspi","SUCCESS","Desired Access: All Access"
"21:25:51.2353300","System","4","RegCreateKey","HKLM\System\CurrentControlSet\Services\hidspi\Enum","SUCCESS","Desired Access: All Access, Disposition: REG_OPENED_EXISTING_KEY"
"21:25:51.2353491","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Services\hidspi","SUCCESS",""
"21:25:51.2353564","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Services\hidspi\Enum\Count","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"21:25:51.2353661","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Services\hidspi\Enum\0","SUCCESS","Type: REG_SZ, Length: 32, Data: ACPI\MSHW0231\a"
"21:25:51.2353732","System","4","RegDeleteValue","HKLM\System\CurrentControlSet\Services\hidspi\Enum\0","SUCCESS",""
"21:25:51.2354125","System","4","RegSetValue","HKLM\System\CurrentControlSet\Services\hidspi\Enum\Count","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:25:51.2354241","System","4","RegSetValue","HKLM\System\CurrentControlSet\Services\hidspi\Enum\NextInstance","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:25:51.2354340","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Services\hidspi\Enum","SUCCESS",""
"21:25:51.2354415","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Filters","SUCCESS","Desired Access: Read/Write"
"21:25:51.2354487","System","4","RegQueryKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Filters","SUCCESS","Query: Cached, SubKeys: 1, Values: 0"
"21:25:51.2354591","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{a193307d-1245-46d3-be67-d8128670e09b}\0002","SUCCESS","Desired Access: Query Value"
"21:25:51.2354691","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{a193307d-1245-46d3-be67-d8128670e09b}\0002\(Default)","SUCCESS","Type: <Unknown: 4294909970>, Length: 36, Data: "
"21:25:51.2354763","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{a193307d-1245-46d3-be67-d8128670e09b}\0002","SUCCESS",""
"21:25:51.2354859","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{a193307d-1245-46d3-be67-d8128670e09b}\0002","SUCCESS","Desired Access: Query Value"
"21:25:51.2354931","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{a193307d-1245-46d3-be67-d8128670e09b}\0002\(Default)","SUCCESS","Type: <Unknown: 4294909970>, Length: 36, Data: "
"21:25:51.2354998","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{a193307d-1245-46d3-be67-d8128670e09b}\0002","SUCCESS",""
"21:25:51.2355062","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\UpperFilters","NAME NOT FOUND","Length: 140"
"21:25:51.2355136","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Filters","SUCCESS",""
"21:25:51.2356980","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a","SUCCESS",""
"21:25:51.2357080","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a","SUCCESS","Desired Access: All Access"
"21:25:51.2357214","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0018","SUCCESS","Desired Access: Query Value"
"21:25:51.2357327","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0018\(Default)","NAME NOT FOUND","Length: 140"
"21:25:51.2357384","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0018","SUCCESS",""
"21:25:51.2357493","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A","SUCCESS","Desired Access: Query Value"
"21:25:51.2357603","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A\(Default)","SUCCESS","Type: <Unknown: 4294901778>, Length: 30, Data: "
"21:25:51.2357668","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A","SUCCESS",""
"21:25:51.2357783","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A","SUCCESS","Desired Access: Set Value, Create Sub Key"
"21:25:51.2357853","System","4","RegDeleteValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A\(Default)","SUCCESS",""
"21:25:51.2358222","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A","SUCCESS",""
"21:25:51.2358327","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{4340a6c5-93fa-4706-972c-7b648008a5a7}\000D","NAME NOT FOUND","Desired Access: Query Value"
"21:25:51.2358425","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\000A","SUCCESS","Desired Access: Query Value"
"21:25:51.2358510","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\000A\(Default)","SUCCESS","Type: <Unknown: 4294901778>, Length: 32, Data: "
"21:25:51.2358571","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\000A","SUCCESS",""
"21:25:51.2358684","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0066","SUCCESS","Desired Access: Query Value"
"21:25:51.2358773","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0066\(Default)","SUCCESS","Type: <Unknown: 4294901776>, Length: 8, Data: "
"21:25:51.2358833","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0066","SUCCESS",""
"21:25:51.2358943","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties","SUCCESS","Desired Access: Create Sub Key"
"21:25:51.2359031","System","4","RegCreateKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{83da6326-97a6-4088-9453-a1923f573b29}","SUCCESS","Desired Access: Create Sub Key, Disposition: REG_OPENED_EXISTING_KEY"
"21:25:51.2359159","System","4","RegCreateKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0066","SUCCESS","Desired Access: Set Value, Create Sub Key, Delete, Disposition: REG_OPENED_EXISTING_KEY"
"21:25:51.2359266","System","4","RegSetValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0066\(Default)","SUCCESS","Type: <Unknown: 4294901776>, Length: 8"
"21:25:51.2359404","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0066","SUCCESS",""
"21:25:51.2359460","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{83da6326-97a6-4088-9453-a1923f573b29}","SUCCESS",""
"21:25:51.2359514","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties","SUCCESS",""
"21:25:51.2359613","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0067","NAME NOT FOUND","Desired Access: Query Value"
"21:25:51.2359707","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{80497100-8c73-48b9-aad9-ce387e19c56e}\0006","SUCCESS","Desired Access: Query Value"
"21:25:51.2359818","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{80497100-8c73-48b9-aad9-ce387e19c56e}\0006\(Default)","SUCCESS","Type: <Unknown: 4294901767>, Length: 4, Data: "
"21:25:51.2359878","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Properties\{80497100-8c73-48b9-aad9-ce387e19c56e}\0006","SUCCESS",""
"21:25:51.2359978","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a","SUCCESS","Desired Access: All Access"
"21:25:51.2360055","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Capabilities","SUCCESS","Type: REG_DWORD, Length: 4, Data: 48"
"21:25:51.2360120","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\UINumber","NAME NOT FOUND","Length: 140"
"21:25:51.2360181","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\Address","NAME NOT FOUND","Length: 140"
"21:25:51.2360237","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a","SUCCESS",""
"21:25:51.2360287","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0231\a\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
