"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"21:05:43.4824548","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A\(Default)","SUCCESS","Type: <Unknown: 4294901778>, Length: 38, Data: "
"21:05:43.4824621","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A","SUCCESS",""
"21:05:43.4824721","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A","SUCCESS","Desired Access: Set Value, Create Sub Key"
"21:05:43.4824803","System","4","RegDeleteValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A\(Default)","SUCCESS",""
"21:05:43.4824907","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A","SUCCESS",""
"21:05:43.4825007","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{4340a6c5-93fa-4706-972c-7b648008a5a7}\000D","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4825104","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\000A","SUCCESS","Desired Access: Query Value"
"21:05:43.4825181","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\000A\(Default)","SUCCESS","Type: <Unknown: 4294901778>, Length: 122, Data: "
"21:05:43.4825235","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\000A","SUCCESS",""
"21:05:43.4825317","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0066","SUCCESS","Desired Access: Query Value"
"21:05:43.4825394","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0066\(Default)","SUCCESS","Type: <Unknown: 4294901776>, Length: 8, Data: "
"21:05:43.4825447","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0066","SUCCESS",""
"21:05:43.4825527","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties","SUCCESS","Desired Access: Create Sub Key"
"21:05:43.4825604","System","4","RegCreateKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}","SUCCESS","Desired Access: Create Sub Key, Disposition: REG_OPENED_EXISTING_KEY"
"21:05:43.4825683","System","4","RegCreateKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0066","SUCCESS","Desired Access: Set Value, Create Sub Key, Delete, Disposition: REG_OPENED_EXISTING_KEY"
"21:05:43.4825756","System","4","RegSetValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0066\(Default)","SUCCESS","Type: <Unknown: 4294901776>, Length: 8"
"21:05:43.4825823","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0066","SUCCESS",""
"21:05:43.4825874","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}","SUCCESS",""
"21:05:43.4825924","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties","SUCCESS",""
"21:05:43.4826011","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0067","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4826111","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{80497100-8c73-48b9-aad9-ce387e19c56e}\0006","SUCCESS","Desired Access: Query Value"
"21:05:43.4826196","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{80497100-8c73-48b9-aad9-ce387e19c56e}\0006\(Default)","SUCCESS","Type: <Unknown: 4294901767>, Length: 4, Data: "
"21:05:43.4826250","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{80497100-8c73-48b9-aad9-ce387e19c56e}\0006","SUCCESS",""
"21:05:43.4826319","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0","SUCCESS","Desired Access: All Access"
"21:05:43.4826384","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Capabilities","SUCCESS","Type: REG_DWORD, Length: 4, Data: 32"
"21:05:43.4826441","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\UINumber","NAME NOT FOUND","Length: 140"
"21:05:43.4826498","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Address","NAME NOT FOUND","Length: 140"
"21:05:43.4826550","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0","SUCCESS",""
"21:05:43.4826598","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4826830","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\ContainerID","SUCCESS","Type: REG_SZ, Length: 78, Data: {00000000-0000-0000-ffff-ffffffffffff}"
"21:05:43.4827132","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Control\DeviceContainers\{00000000-0000-0000-FFFF-FFFFFFFFFFFF}\BaseContainers\{00000000-0000-0000-FFFF-FFFFFFFFFFFF}\ACPI\PNP0000\4&34ff65f&0","SUCCESS","Type: REG_NONE, Length: 0"
"21:05:43.4827376","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\ContainerID","SUCCESS","Type: REG_SZ, Length: 78, Data: {00000000-0000-0000-ffff-ffffffffffff}"
"21:05:43.4827709","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Control\DeviceContainers\{00000000-0000-0000-FFFF-FFFFFFFFFFFF}\BaseContainers\{00000000-0000-0000-FFFF-FFFFFFFFFFFF}\ACPI\PNP0000\4&34ff65f&0","SUCCESS","Type: REG_NONE, Length: 0"
"21:05:43.4827955","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\HardwareID","SUCCESS","Type: REG_MULTI_SZ, Length: 90, Data: ACPI\VEN_PNP&DEV_0000, ACPI\PNP0000, *PNP0000"
"21:05:43.4828025","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\CompatibleIDs","NAME NOT FOUND","Length: 524"
"21:05:43.4828080","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\HardwareID","SUCCESS","Type: REG_MULTI_SZ, Length: 90, Data: ACPI\VEN_PNP&DEV_0000, ACPI\PNP0000, *PNP0000"
"21:05:43.4828170","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\0004","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4828401","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{a45c254e-df1c-4efd-8020-67d146a850e0}\0025","SUCCESS","Desired Access: Query Value"
"21:05:43.4828488","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{a45c254e-df1c-4efd-8020-67d146a850e0}\0025\(Default)","SUCCESS","Type: <Unknown: 4294909970>, Length: 90, Data: "
"21:05:43.4828544","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{a45c254e-df1c-4efd-8020-67d146a850e0}\0025","SUCCESS",""
"21:05:43.4828655","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\PendingConfiguration","NAME NOT FOUND","Desired Access: Read"
"21:05:43.4829008","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\LogConf","SUCCESS","Desired Access: All Access"
"21:05:43.4829084","System","4","RegSetValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\LogConf\BasicConfigVector","SUCCESS","Type: REG_RESOURCE_REQUIREMENTS_LIST, Length: 136"
"21:05:43.4829143","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\LogConf","SUCCESS",""
"21:05:43.4829198","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4829278","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Hardware Profiles\Current\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0","REPARSE","Desired Access: Read"
"21:05:43.4829366","System","4","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Hardware Profiles\0001\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0","REPARSE","Desired Access: Read"
"21:05:43.4829433","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Hardware Profiles\0001\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0","NAME NOT FOUND","Desired Access: Read"
"21:05:43.4829556","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0006","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4829679","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{8c439ff0-9cf7-43cd-961e-9299a4c6c157}\0065","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4829774","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Device Parameters","SUCCESS","Desired Access: Read Control"
"21:05:43.4829853","System","4","RegQueryKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Device Parameters","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:05:43.4829906","System","4","RegSetInfoKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Device Parameters","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"21:05:43.4829956","System","4","RegSetValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Device Parameters\FirmwareIdentified","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"21:05:43.4830018","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Device Parameters","SUCCESS",""
"21:05:43.4830182","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\LogConf","SUCCESS","Desired Access: All Access"
"21:05:43.4830252","System","4","RegSetValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\LogConf\BootConfig","SUCCESS","Type: REG_RESOURCE_LIST, Length: 80"
"21:05:43.4830414","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\LogConf","SUCCESS",""
"21:05:43.4830580","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0","SUCCESS","Desired Access: All Access"
"21:05:43.4830648","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Capabilities","SUCCESS","Type: REG_DWORD, Length: 4, Data: 32"
"21:05:43.4830706","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\UINumber","NAME NOT FOUND","Length: 140"
"21:05:43.4830760","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Address","NAME NOT FOUND","Length: 140"
"21:05:43.4830811","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0","SUCCESS",""
"21:05:43.4830901","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"21:05:43.4830963","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Service","NAME NOT FOUND","Length: 524"
"21:05:43.4831031","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0","SUCCESS","Desired Access: Read"
"21:05:43.4831365","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Filters","NAME NOT FOUND","Desired Access: Read/Write"
"21:05:43.4831427","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\LowerFilters","NAME NOT FOUND","Length: 182"
"21:05:43.4831486","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Service","NAME NOT FOUND","Length: 182"
"21:05:43.4831551","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Filters","NAME NOT FOUND","Desired Access: Read/Write"
"21:05:43.4831611","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\UpperFilters","NAME NOT FOUND","Length: 182"
"21:05:43.4831853","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0","SUCCESS",""
"21:05:43.4831989","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A","SUCCESS","Desired Access: Query Value"
"21:05:43.4832084","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A\(Default)","NAME NOT FOUND","Length: 140"
"21:05:43.4832145","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A","SUCCESS",""
"21:05:43.4832248","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties","SUCCESS","Desired Access: Create Sub Key"
"21:05:43.4832357","System","4","RegCreateKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}","SUCCESS","Desired Access: Create Sub Key, Disposition: REG_OPENED_EXISTING_KEY"
"21:05:43.4832456","System","4","RegCreateKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A","SUCCESS","Desired Access: Set Value, Create Sub Key, Delete, Disposition: REG_OPENED_EXISTING_KEY"
"21:05:43.4832536","System","4","RegSetValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A\(Default)","SUCCESS","Type: <Unknown: 4294901778>, Length: 38"
"21:05:43.4832632","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A","SUCCESS",""
"21:05:43.4832692","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}","SUCCESS",""
"21:05:43.4832749","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties","SUCCESS",""
"21:05:43.4832857","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\0009","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4832963","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{24daeb80-9823-4ff8-92a6-3a4c6189f82c}\0002","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4833068","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Capabilities","SUCCESS","Type: REG_DWORD, Length: 4, Data: 32"
"21:05:43.4833153","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4833241","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4833358","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{80d81ea6-7473-4b0c-8216-efc11a2c4c8b}\0005","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4833607","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0","SUCCESS",""
"21:05:43.4833659","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0","SUCCESS",""
"21:05:43.4833727","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0A08\0","SUCCESS",""
"21:05:43.4833813","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0","SUCCESS","Desired Access: Read"
"21:05:43.4833945","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\0001","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4834076","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4834284","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4834362","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Filters","NAME NOT FOUND","Desired Access: Read/Write"
"21:05:43.4834403","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0","SUCCESS","Desired Access: Query Value, Maximum Allowed"
"21:05:43.4834425","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\LowerFilters","NAME NOT FOUND","Length: 524"
"21:05:43.4834839","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4834891","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0\Service","NAME NOT FOUND","Length: 524"
"21:05:43.4835051","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0","SUCCESS",""
"21:05:43.4835140","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0000\4&34ff65f&0","SUCCESS",""
"21:05:43.4835390","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0A08\0","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"21:05:43.4835525","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0A08\0\UINumber","NAME NOT FOUND","Length: 140"
"21:05:43.4836517","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0800\4&34ff65f&0","SUCCESS","Desired Access: All Access"
"21:05:43.4836645","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0800\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0018","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4836755","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0800\4&34ff65f&0\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A","SUCCESS","Desired Access: Query Value"
"21:05:43.4836838","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0800\4&34ff65f&0\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A\(Default)","SUCCESS","Type: <Unknown: 4294901778>, Length: 40, Data: "
"21:05:43.4836909","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0800\4&34ff65f&0\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A","SUCCESS",""
"21:05:43.4836996","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0800\4&34ff65f&0\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A","SUCCESS","Desired Access: Set Value, Create Sub Key"
"21:05:43.4837080","System","4","RegDeleteValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0800\4&34ff65f&0\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A\(Default)","SUCCESS",""
"21:05:43.4837203","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0800\4&34ff65f&0\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A","SUCCESS",""
"21:05:43.4837302","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0800\4&34ff65f&0\Properties\{4340a6c5-93fa-4706-972c-7b648008a5a7}\000D","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4837396","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0800\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\000A","SUCCESS","Desired Access: Query Value"
"21:05:43.4837510","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0800\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\000A\(Default)","SUCCESS","Type: <Unknown: 4294901778>, Length: 122, Data: "
"21:05:43.4837567","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0800\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\000A","SUCCESS",""
"21:05:43.4837650","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0800\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0066","SUCCESS","Desired Access: Query Value"
"21:05:43.4837728","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0800\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0066\(Default)","SUCCESS","Type: <Unknown: 4294901776>, Length: 8, Data: "
"21:05:43.4837783","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0800\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0066","SUCCESS",""
"21:05:43.4837862","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0800\4&34ff65f&0\Properties","SUCCESS","Desired Access: Create Sub Key"
"21:05:43.4837939","System","4","RegCreateKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0800\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}","SUCCESS","Desired Access: Create Sub Key, Disposition: REG_OPENED_EXISTING_KEY"
"21:05:43.4838024","System","4","RegCreateKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0800\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0066","SUCCESS","Desired Access: Set Value, Create Sub Key, Delete, Disposition: REG_OPENED_EXISTING_KEY"
"21:05:43.4838113","System","4","RegSetValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0800\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0066\(Default)","SUCCESS","Type: <Unknown: 4294901776>, Length: 8"
"21:05:43.4838179","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0800\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0066","SUCCESS",""
"21:05:43.4838230","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0800\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}","SUCCESS",""
"21:05:43.4838280","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0800\4&34ff65f&0\Properties","SUCCESS",""
"21:05:43.4838367","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0800\4&34ff65f&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0067","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4838471","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0800\4&34ff65f&0\Properties\{80497100-8c73-48b9-aad9-ce387e19c56e}\0006","SUCCESS","Desired Access: Query Value"
"21:05:43.4838568","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0800\4&34ff65f&0\Properties\{80497100-8c73-48b9-aad9-ce387e19c56e}\0006\(Default)","SUCCESS","Type: <Unknown: 4294901767>, Length: 4, Data: "
