"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"21:05:43.3973569","System","4","Load Image","C:\WINDOWS\System32\Drivers\acpiex.sys","SUCCESS","Image Base: 0xfffff80329500000, Image Size: 0x2a000"
"21:05:43.3973638","System","4","Load Image","C:\WINDOWS\System32\drivers\ACPI.sys","SUCCESS","Image Base: 0xfffff80329660000, Image Size: 0xd6000"
"21:05:43.3975674","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0","SUCCESS","Desired Access: Read"
"21:05:43.3975806","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.3976032","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.3976110","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0","SUCCESS",""
"21:05:43.3982098","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0","SUCCESS","Desired Access: Read"
"21:05:43.3982212","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.3982390","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.3982452","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0","SUCCESS",""
"21:05:43.3982646","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90","SUCCESS","Desired Access: Read"
"21:05:43.3982809","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.3982983","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.3983056","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90","SUCCESS",""
"21:05:43.3991404","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0","SUCCESS","Desired Access: Read"
"21:05:43.3991532","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.3991772","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.3991847","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0","SUCCESS",""
"21:05:43.3999227","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0","SUCCESS","Desired Access: Read"
"21:05:43.3999347","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.3999519","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.3999582","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0","SUCCESS",""
"21:05:43.3999768","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90","SUCCESS","Desired Access: Read"
"21:05:43.3999879","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4000047","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4000106","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90","SUCCESS",""
"21:05:43.4026208","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0","SUCCESS","Desired Access: Read"
"21:05:43.4026338","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4026536","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4026601","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0","SUCCESS",""
"21:05:43.4032658","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0","SUCCESS","Desired Access: Read"
"21:05:43.4032789","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4032976","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4033039","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0","SUCCESS",""
"21:05:43.4033219","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90","SUCCESS","Desired Access: Read"
"21:05:43.4033327","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4033501","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4033565","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90","SUCCESS",""
"21:05:43.4037181","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0","SUCCESS","Desired Access: Read"
"21:05:43.4037292","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4037475","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4037535","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0","SUCCESS",""
"21:05:43.4043568","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0","SUCCESS","Desired Access: Read"
"21:05:43.4043683","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4043894","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4043951","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0","SUCCESS",""
"21:05:43.4044121","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90","SUCCESS","Desired Access: Read"
"21:05:43.4044226","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4044391","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4044449","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90","SUCCESS",""
"21:05:43.4065901","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0","SUCCESS","Desired Access: Read"
"21:05:43.4066035","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4066243","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4066314","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0","SUCCESS",""
"21:05:43.4072577","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0","SUCCESS","Desired Access: Read"
"21:05:43.4072699","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4072870","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4072935","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0","SUCCESS",""
"21:05:43.4073145","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90","SUCCESS","Desired Access: Read"
"21:05:43.4073258","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4073428","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4073488","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90","SUCCESS",""
"21:05:43.4081931","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0","SUCCESS","Desired Access: Read"
"21:05:43.4082354","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4083028","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4083251","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0","SUCCESS",""
"21:05:43.4090219","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0","SUCCESS","Desired Access: Read"
"21:05:43.4090344","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4090617","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4090684","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0","SUCCESS",""
"21:05:43.4090878","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90","SUCCESS","Desired Access: Read"
"21:05:43.4090990","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4091155","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4091218","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90","SUCCESS",""
"21:05:43.4125306","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0","SUCCESS","Desired Access: Read"
"21:05:43.4125451","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4125674","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4125741","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0","SUCCESS",""
"21:05:43.4132038","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0","SUCCESS","Desired Access: Read"
"21:05:43.4132162","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4132405","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4132467","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0","SUCCESS",""
"21:05:43.4132676","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90","SUCCESS","Desired Access: Read"
"21:05:43.4132792","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4132961","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4133026","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90","SUCCESS",""
"21:05:43.4138621","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0","SUCCESS","Desired Access: Read"
"21:05:43.4138747","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4138933","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4139025","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0","SUCCESS",""
"21:05:43.4145017","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0","SUCCESS","Desired Access: Read"
"21:05:43.4145132","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4145305","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4145364","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0","SUCCESS",""
"21:05:43.4145546","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90","SUCCESS","Desired Access: Read"
"21:05:43.4145654","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4145822","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4145880","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90","SUCCESS",""
"21:05:43.4148054","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0","SUCCESS","Desired Access: Read"
"21:05:43.4148164","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4148337","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4148396","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0","SUCCESS",""
"21:05:43.4154289","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0","SUCCESS","Desired Access: Read"
"21:05:43.4154396","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4154570","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4154628","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0","SUCCESS",""
"21:05:43.4154797","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90","SUCCESS","Desired Access: Read"
"21:05:43.4154899","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4155063","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4155130","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90","SUCCESS",""
"21:05:43.4183441","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0","SUCCESS","Desired Access: Read"
"21:05:43.4183553","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4183762","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4183847","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0","SUCCESS",""
"21:05:43.4191219","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0","SUCCESS","Desired Access: Read"
"21:05:43.4191343","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4191542","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4191606","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0","SUCCESS",""
"21:05:43.4191816","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90","SUCCESS","Desired Access: Read"
"21:05:43.4191929","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4192098","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4192160","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90","SUCCESS",""
"21:05:43.4458873","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0A08\0","SUCCESS","Desired Access: Query Value, Maximum Allowed"
"21:05:43.4459270","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0A08\0","SUCCESS",""
"21:05:43.4459567","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0A08\0","SUCCESS","Desired Access: Query Value, Maximum Allowed"
"21:05:43.4459931","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0A08\0","SUCCESS",""
"21:05:43.4465936","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0A08\0","SUCCESS","Desired Access: Query Value, Maximum Allowed"
"21:05:43.4466225","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0A08\0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4466445","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0A08\0","SUCCESS",""
"21:05:43.4466730","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI_HAL\PNP0C08\0","SUCCESS","Desired Access: Query Value, Maximum Allowed"
"21:05:43.4467031","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI_HAL\PNP0C08\0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4467254","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI_HAL\PNP0C08\0","SUCCESS",""
"21:05:43.4467507","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ROOT\ACPI_HAL\0000","SUCCESS","Desired Access: Query Value, Maximum Allowed"
"21:05:43.4467849","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ROOT\ACPI_HAL\0000\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4468049","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ROOT\ACPI_HAL\0000","SUCCESS",""
"21:05:43.4689872","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0","SUCCESS","Desired Access: Read"
"21:05:43.4690059","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4690385","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4690469","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0","SUCCESS",""
"21:05:43.4696859","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0","SUCCESS","Desired Access: Read"
"21:05:43.4697010","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4697195","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4697281","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0","SUCCESS",""
"21:05:43.4697507","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90","SUCCESS","Desired Access: Read"
"21:05:43.4697630","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4697852","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4697923","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90","SUCCESS",""
"21:05:43.4717030","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0","SUCCESS","Desired Access: Read"
"21:05:43.4717161","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4717415","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4717491","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\DRTM0001\0","SUCCESS",""
"21:05:43.4723362","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0","SUCCESS","Desired Access: Read"
"21:05:43.4723522","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4723702","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:43.4723768","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0103\3&11583659&0","SUCCESS",""
"21:05:43.4724085","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90","SUCCESS","Desired Access: Read"
"21:05:43.4724220","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:43.4724423","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\PNP0C02\90\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
